estado;nome;Unemployed_2007;Unemployed_2008;Unemployed_2009;Unemployed_2010;Unemployed_2011;Unemployed_2012;Unemployed_2013;Unemployed_2014;Unemployed_2015;Unemployed_2016;quantidade
NE;Custer County, NE;128;146;205;220;206;175;173;149;142;157;170
NE;Dakota County, NE;438;458;674;829;648;647;531;414;394;479;551
NE;Dawes County, NE;131;141;210;218;212;197;196;156;138;163;176
NE;Dawson County, NE;376;501;584;651;659;581;509;464;420;407;515
NE;Deuel County, NE;30;31;42;40;37;39;38;30;27;30;34
NE;Dixon County, NE;104;108;156;149;144;130;118;94;103;107;121
NE;Dodge County, NE;632;700;1002;996;941;872;816;702;631;619;791
NE;Douglas County, NE;9147;10137;14173;14294;13807;12763;11970;10414;9617;9971;11629
NE;Dundy County, NE;26;30;42;38;37;38;37;29;25;27;33
NE;Fillmore County, NE;80;94;130;121;115;108;100;78;96;92;101
NE;Franklin County, NE;50;54;69;71;70;60;56;50;37;47;56
NE;Frontier County, NE;38;45;52;60;57;52;55;44;38;47;49
NE;Furnas County, NE;74;74;94;90;99;95;96;78;73;80;85
NE;Gage County, NE;448;573;750;656;647;555;515;460;405;382;539
NE;Garden County, NE;25;28;41;52;45;41;35;34;29;41;37
NE;Garfield County, NE;26;27;32;37;41;37;38;31;29;32;33
NE;Gosper County, NE;33;33;38;41;40;34;41;34;27;29;35
NE;Grant County, NE;10;11;13;16;15;15;14;10;10;11;13
NE;Greeley County, NE;34;38;47;49;53;47;46;41;39;40;43
NE;Hall County, NE;859;990;1363;1465;1432;1300;1219;1269;1262;1206;1237
NE;Hamilton County, NE;125;143;180;181;183;162;156;144;137;137;155
NE;Harlan County, NE;47;57;69;61;62;61;58;47;39;46;55
NE;Hayes County, NE;16;18;20;22;21;20;22;18;14;15;19
NE;Hitchcock County, NE;39;50;82;72;67;56;56;46;44;50;56
NE;Holt County, NE;155;165;194;211;204;191;190;158;142;155;177
NE;Hooker County, NE;13;18;21;21;21;20;21;18;17;15;19
NE;Howard County, NE;102;115;133;148;138;124;127;126;123;115;125
NE;Jefferson County, NE;125;167;207;201;189;163;163;132;117;107;157
NE;Johnson County, NE;84;93;127;109;107;95;96;83;71;69;93
NE;Kearney County, NE;84;101;141;133;126;113;111;95;85;93;108
NE;Keith County, NE;118;130;201;195;190;173;171;135;127;142;158
NE;Keya Paha County, NE;14;18;19;20;18;19;20;17;14;14;17
NE;Kimball County, NE;55;65;92;100;79;73;73;56;74;84;75
NE;Knox County, NE;139;148;173;197;185;161;171;148;153;151;163
NE;Lancaster County, NE;4396;4892;6928;6851;6565;6051;5887;5025;4482;4882;5596
NE;Lincoln County, NE;574;649;872;877;851;759;734;611;544;604;708
NE;Logan County, NE;13;10;14;22;18;16;17;16;15;14;16
NE;Loup County, NE;14;13;17;21;18;15;17;15;14;14;16
NE;McPherson County, NE;6;7;11;10;9;13;14;10;9;11;10
NE;Madison County, NE;594;627;822;799;777;709;681;576;533;557;668
NE;Merrick County, NE;120;131;174;189;178;155;157;156;152;153;157
NE;Morrill County, NE;73;90;121;108;90;86;89;81;77;90;91
NE;Nance County, NE;50;61;71;77;76;70;67;56;52;57;64
NE;Nemaha County, NE;134;158;180;205;197;188;193;144;137;139;168
NE;Nuckolls County, NE;59;66;105;100;90;86;80;68;62;73;79
NE;Otoe County, NE;268;319;445;428;434;384;362;306;274;294;351
NE;Pawnee County, NE;47;53;57;63;62;54;53;46;44;40;52
NE;Perkins County, NE;38;41;51;59;52;49;47;39;34;42;45
NE;Phelps County, NE;116;125;185;177;183;152;152;132;121;130;147
NE;Pierce County, NE;118;118;153;153;149;140;142;122;107;115;132
NE;Platte County, NE;448;544;750;745;742;660;620;518;518;621;617
NE;Polk County, NE;83;86;114;119;103;92;103;95;75;80;95
NE;Red Willow County, NE;149;174;274;227;218;207;191;162;164;177;194
NE;Richardson County, NE;175;186;255;270;266;226;197;156;140;144;202
NE;Rock County, NE;23;24;26;25;24;22;28;23;23;24;24
NE;Saline County, NE;221;287;381;341;346;320;318;250;216;238;292
NE;Sarpy County, NE;2241;2562;3699;3778;3658;3402;3232;2792;2582;2775;3072
NE;Saunders County, NE;339;395;544;536;514;474;455;384;340;350;433
NE;Scotts Bluff County, NE;576;723;1013;1056;964;902;812;682;640;690;806
NE;Seward County, NE;243;294;362;351;337;315;335;272;256;262;303
NE;Sheridan County, NE;83;84;122;100;101;100;91;73;75;82;91
NE;Sherman County, NE;51;53;64;70;76;66;58;58;50;57;60
NE;Sioux County, NE;20;24;25;31;29;30;27;20;20;22;25
NE;Stanton County, NE;105;97;144;146;135;128;124;100;90;94;116
NE;Thayer County, NE;76;91;119;106;96;92;86;78;71;76;89
NE;Thomas County, NE;14;15;16;19;22;17;18;15;13;15;16
NE;Thurston County, NE;195;202;332;292;318;274;239;184;160;149;235
NE;Valley County, NE;61;72;85;95;86;75;71;64;58;62;73
NE;Washington County, NE;320;353;508;516;489;424;412;357;333;368;408
NE;Wayne County, NE;135;150;203;215;194;184;182;156;143;159;172
NE;Webster County, NE;59;60;70;82;80;64;68;59;62;57;66
NE;Wheeler County, NE;12;11;17;20;17;18;18;16;14;13;16
NE;York County, NE;208;261;345;344;326;281;272;235;216;208;270
NV;Nevada;59824;91387;152541;183804;178851;153671;132422;110467;96238;81106;124031
NV;Churchill County, NV;567;806;1165;1385;1404;1224;1032;825;735;579;972
NV;Clark County, NV;42756;65091;111177;135431;131621;112500;96920;81478;71472;60832;90928
NV;Douglas County, NV;1096;1672;2577;3177;3069;2609;2180;1785;1521;1259;2095
NV;Elko County, NV;865;1137;1717;2070;2038;1850;1778;1572;1390;1216;1563
NV;Esmeralda County, NV;15;24;34;38;33;33;26;24;23;24;27
NV;Eureka County, NV;34;44;59;80;74;67;66;61;59;48;59
NV;Humboldt County, NV;284;402;626;724;684;602;580;558;495;447;540
NV;Lander County, NV;109;159;233;293;283;253;258;223;219;198;223
NV;Lincoln County, NV;72;102;149;213;231;220;194;145;119;103;155
NV;Lyon County, NV;1426;2214;3536;4022;3848;3325;2843;2334;2048;1601;2720
NV;Mineral County, NV;139;179;203;335;312;259;230;186;167;130;214
NV;Nye County, NV;1157;1715;2464;2889;2829;2408;1978;1572;1414;1176;1960
NV;Pershing County, NV;124;176;253;254;267;252;234;187;171;148;207
NV;Storey County, NV;118;170;291;337;310;255;219;169;140;121;213
NV;Washoe County, NV;9526;15234;24523;28536;27901;24388;20892;16888;14201;11505;19359
NV;White Pine County, NV;173;225;344;421;443;387;357;295;258;210;311
NV;Carson City, NV;1363;2037;3190;3600;3505;3041;2637;2165;1806;1508;2485
NH;New Hampshire;25934;28677;46425;43122;39770;40726;37716;31668;25063;21143;34024
NH;Belknap County, NH;1156;1335;2169;2072;1765;1738;1591;1305;1037;871;1504
NH;Carroll County, NH;876;931;1447;1412;1359;1312;1215;1022;833;707;1111
NH;Cheshire County, NH;1491;1541;2408;2393;2174;2176;1993;1690;1327;1128;1832
NH;Coos County, NH;770;854;1301;1189;1185;1208;995;888;686;575;965
NH;Grafton County, NH;1426;1536;2508;2379;2211;2191;2073;1710;1368;1191;1859
NH;Hillsborough County, NH;8085;8838;14851;13917;12702;13082;12178;10240;8101;6884;10888
NH;Merrimack County, NH;2661;2956;4611;4311;3961;3997;3709;3067;2485;2045;3380
NH;Rockingham County, NH;6565;7394;11499;10293;9651;10145;9550;8102;6368;5389;8496
NH;Strafford County, NH;2226;2524;4321;3946;3685;3784;3410;2799;2192;1799;3069
NH;Sullivan County, NH;673;772;1311;1211;1079;1089;1004;846;666;560;921
NJ;New Jersey;189982;240467;412075;433875;426808;428047;372318;304280;262642;224327;329482
NJ;Atlantic County, NJ;7927;9263;16298;17268;17472;17870;15983;13958;12249;9198;13749
NJ;Bergen County, NJ;16249;20982;37464;38446;37124;37235;32155;26032;22788;20179;28865
NJ;Burlington County, NJ;9123;11765;20404;21303;20530;20472;17755;14702;12440;10334;15883
NJ;Camden County, NJ;12692;15770;26877;28964;28535;28153;24113;19472;16534;13989;21510
NJ;Cape May County, NJ;3707;4469;6497;7026;7350;7709;7000;5963;5395;4634;5975
NJ;Cumberland County, NJ;4455;5437;8873;9431;9313;9373;8138;6722;6021;5025;7279
NJ;Essex County, NJ;19326;23529;37971;41444;41448;41282;36616;30048;25957;22334;31996
NJ;Gloucester County, NJ;6638;8316;14774;15648;15472;15361;13461;10877;9105;7583;11724
NJ;Hudson County, NJ;14476;18256;31579;33752;32698;32070;28128;22823;19548;16883;25021
NJ;Hunterdon County, NJ;2053;2705;4899;5049;4679;4626;3872;3197;2788;2451;3632
NJ;Mercer County, NJ;7525;9568;15595;16103;16017;16048;14042;11453;9940;8644;12494
NJ;Middlesex County, NJ;16219;20896;36405;37961;37259;37163;32366;26496;22673;19499;28694
NJ;Monmouth County, NJ;12393;15956;28056;28873;28271;28900;24558;19807;17056;14671;21854
NJ;Morris County, NJ;8224;10771;19467;19632;18757;19032;16246;13117;11452;10158;14686
NJ;Ocean County, NJ;11700;15245;25296;27146;27708;28529;24608;19594;16596;14080;21050
NJ;Passaic County, NJ;12653;15971;26980;28763;27918;28096;24872;20430;17642;15196;21852
NJ;Salem County, NJ;1550;1935;3375;3745;3772;3802;3299;2652;2289;1943;2836
NJ;Somerset County, NJ;5557;7267;13249;13178;12880;13099;11024;9042;7969;7022;10029
NJ;Sussex County, NJ;3305;4204;7342;7757;7561;7326;6269;4968;4183;3568;5648
NJ;Union County, NJ;11990;15248;25469;26617;26708;26772;23416;19320;16943;14334;20682
NJ;Warren County, NJ;2222;2914;5205;5771;5334;5130;4398;3608;3073;2603;4026
NM;New Mexico;35029;42137;70861;75934;70051;66178;64277;61992;60673;62443;60958
NM;Bernalillo County, NM;11153;13705;23361;25284;23368;21871;20743;19936;18905;18941;19727
NM;Catron County, NM;73;82;145;147;128;119;110;98;99;97;110
NM;Chaves County, NM;1045;1164;1906;2117;1868;1755;1678;1661;1739;1893;1683
NM;Cibola County, NM;505;571;844;869;839;765;768;773;735;754;742
NM;Colfax County, NM;232;291;503;534;514;480;440;387;360;352;409
NM;Curry County, NM;596;665;965;1156;1090;1070;1100;1101;1064;1109;992
NM;De Baca County, NM;30;33;43;48;40;35;37;40;44;40;39
NM;Dona Ana County, NM;3616;4213;6618;7248;7038;6839;7028;6864;6862;6845;6317
NM;Eddy County, NM;774;831;1644;1645;1350;1256;1273;1290;1460;1874;1340
NM;Grant County, NM;468;613;1513;1194;930;866;872;829;805;808;890
NM;Guadalupe County, NM;105;106;140;168;177;166;142;125;115;110;135
NM;Harding County, NM;11;12;19;18;19;18;15;15;24;20;17
NM;Hidalgo County, NM;76;113;220;193;172;173;164;153;132;125;152
NM;Lea County, NM;687;836;2237;2083;1523;1339;1316;1353;1844;2579;1580
NM;Lincoln County, NM;336;392;636;702;618;585;569;531;499;514;538
NM;Los Alamos County, NM;228;300;322;348;329;351;365;350;342;367;330
NM;Luna County, NM;1248;1494;2181;2351;2324;2292;2152;2056;1895;1556;1955
NM;McKinley County, NM;1242;1476;2256;2510;2473;2385;2468;2431;2363;2292;2190
NM;Mora County, NM;159;175;262;301;296;257;264;250;219;197;238
NM;Otero County, NM;989;1135;1750;1793;1667;1621;1613;1551;1538;1522;1518
NM;Quay County, NM;174;193;269;328;324;272;239;218;231;219;247
NM;Rio Arriba County, NM;965;1117;1540;1650;1598;1549;1589;1451;1323;1241;1402
NM;Roosevelt County, NM;268;295;448;527;478;467;467;450;433;456;429
NM;Sandoval County, NM;2317;2913;4801;5099;4874;4696;4518;4388;4107;4176;4189
NM;San Juan County, NM;1879;2248;4446;5140;4323;3915;3709;3537;3812;4799;3781
NM;San Miguel County, NM;558;659;977;1071;1053;987;929;896;846;850;883
NM;Santa Fe County, NM;2346;2935;5022;5038;4584;4266;4102;3960;3895;3883;4003
NM;Sierra County, NM;196;239;344;371;384;392;391;364;365;345;339
NM;Socorro County, NM;300;338;498;539;525;476;490;477;491;495;463
NM;Taos County, NM;868;966;1558;1641;1585;1566;1556;1492;1359;1250;1384
NM;Torrance County, NM;329;384;650;694;668;607;571;545;490;504;544
NM;Union County, NM;51;57;107;121;92;82;86;87;82;78;84
NM;Valencia County, NM;1207;1585;2635;3007;2802;2660;2515;2333;2196;2154;2309
NY;New York;433849;525693;802999;825639;789304;818847;741912;605271;506619;463127;651326
NY;Albany County, NY;6145;7796;10754;11247;10959;11397;9692;7686;6912;6421;8901
NY;Allegany County, NY;1276;1545;2082;2218;2112;1994;1776;1450;1326;1261;1704
NY;Bronx County, NY;34992;39601;64242;69810;69718;73956;70747;59484;47395;43371;57332
NY;Broome County, NY;4309;5470;7947;8528;8148;8177;7116;5841;5190;4644;6537
NY;Cattaraugus County, NY;2105;2544;3589;3773;3597;3575;3232;2564;2217;2070;2927
NY;Cayuga County, NY;1825;2320;3433;3405;3169;3229;2850;2251;1985;1851;2632
NY;Chautauqua County, NY;2991;3732;5467;5660;5045;5223;4805;3934;3483;3255;4360
NY;Chemung County, NY;1876;2312;3652;3489;3197;3411;3113;2387;2205;2060;2770
NY;Chenango County, NY;1205;1568;2176;2182;2070;2083;1753;1440;1264;1155;1690
NY;Clinton County, NY;2228;2618;3703;3892;3684;3574;3074;2386;2100;1914;2917
NY;Columbia County, NY;1235;1539;2311;2348;2236;2230;1901;1476;1255;1159;1769
NY;Cortland County, NY;1229;1545;2216;2171;2057;2111;1873;1539;1374;1305;1742
NY;Delaware County, NY;1001;1368;1902;1966;1884;1887;1649;1315;1174;1063;1521
NY;Dutchess County, NY;5677;7511;11098;11517;10984;11395;9654;7564;6453;5949;8780
NY;Erie County, NY;21839;27028;38142;38713;36646;38357;33937;27338;23964;21804;30777
NY;Essex County, NY;1051;1242;1671;1715;1655;1739;1491;1208;1045;923;1374
NY;Franklin County, NY;1255;1592;1958;1996;1981;2084;1894;1487;1303;1118;1667
NY;Fulton County, NY;1470;1857;2617;2768;2698;2797;2330;1796;1514;1326;2117
NY;Genesee County, NY;1493;1884;2525;2541;2406;2442;2077;1664;1496;1366;1989
NY;Greene County, NY;1146;1432;2003;2004;2024;2141;1860;1398;1172;1037;1622
NY;Hamilton County, NY;151;192;226;246;241;262;231;180;164;154;205
NY;Herkimer County, NY;1518;1912;2479;2711;2675;2677;2335;1956;1777;1536;2158
NY;Jefferson County, NY;2627;3362;4374;4672;4780;4778;4439;3546;3075;2858;3851
NY;Kings County, NY;59125;66645;111185;115521;111959;116363;112903;93106;72060;65084;92395
NY;Lewis County, NY;678;842;1119;1164;1196;1226;1152;931;816;787;991
NY;Livingston County, NY;1579;1935;2701;2650;2447;2522;2228;1792;1647;1531;2103
NY;Madison County, NY;1674;2095;2914;2955;2837;2945;2606;2144;1873;1718;2376
NY;Monroe County, NY;16466;20675;29451;30405;28687;29652;25990;21125;18568;17002;23802
NY;Montgomery County, NY;1431;1755;2309;2412;2398;2440;2118;1663;1466;1274;1927
NY;Nassau County, NY;25564;33183;47805;49317;46602;48804;40964;32748;29540;27220;38175
NY;New York County, NY;39838;45745;78641;75649;68949;71861;67674;55751;44503;41629;59024
NY;Niagara County, NY;5942;7651;10534;10380;9651;9856;8846;7128;6249;5818;8206
NY;Oneida County, NY;4700;5997;8157;8564;8708;8947;7927;6298;5462;4915;6968
NY;Onondaga County, NY;9478;12211;17839;19024;17948;18349;15763;12492;11002;9943;14405
NY;Ontario County, NY;2355;2940;4130;4192;3951;4075;3498;2867;2609;2366;3298
NY;Orange County, NY;7690;9757;14115;14465;13798;14207;12160;9626;8317;7657;11179
NY;Orleans County, NY;1127;1360;1805;1835;1737;1828;1692;1381;1141;1011;1492
NY;Oswego County, NY;3329;4211;5889;6268;6242;6357;5618;4448;3890;3429;4968
NY;Otsego County, NY;1428;1803;2379;2411;2425;2472;2111;1713;1553;1383;1968
NY;Putnam County, NY;1886;2484;3682;3787;3627;3704;3102;2466;2165;2010;2891
NY;Queens County, NY;49391;56312;94974;95412;89671;93148;88108;73624;58371;52787;75180
NY;Rensselaer County, NY;3538;4357;6216;6558;6287;6476;5535;4349;3802;3473;5059
NY;Richmond County, NY;10981;12438;20204;20460;19850;20654;19754;16443;12872;11575;16523
NY;Rockland County, NY;5927;7429;10592;11174;10628;11000;9398;7716;6916;6355;8714
NY;St Lawrence County, NY;2861;3563;4874;5162;5076;4962;4405;3650;3212;2847;4061
NY;Saratoga County, NY;4374;5561;7741;8138;7696;8005;6828;5393;4864;4441;6304
NY;Schenectady County, NY;3133;3918;5582;6042;5775;5994;5197;4082;3582;3268;4657
NY;Schoharie County, NY;909;1092;1383;1420;1394;1421;1235;987;854;794;1149
NY;Schuyler County, NY;497;589;839;822;796;848;777;604;552;494;682
NY;Seneca County, NY;756;948;1304;1345;1275;1296;1100;874;811;735;1044
NY;Steuben County, NY;2348;2790;4440;4523;4204;4279;3837;3036;2758;2505;3472
NY;Suffolk County, NY;30399;40097;57610;60265;58603;60667;51303;41215;36662;33667;47049
NY;Sullivan County, NY;1836;2322;3072;3249;3145;3218;2800;2188;1828;1620;2528
NY;Tioga County, NY;1227;1394;2120;2120;1986;2009;1769;1451;1301;1184;1656
NY;Tompkins County, NY;1866;2326;3317;3370;3280;3375;2896;2401;2224;2079;2713
NY;Ulster County, NY;3930;4945;6930;7296;7166;7537;6416;5017;4258;3889;5738
NY;Warren County, NY;1618;2065;2878;3072;3000;3101;2692;2125;1790;1677;2402
NY;Washington County, NY;1343;1751;2418;2492;2403;2473;2187;1740;1443;1322;1957
NY;Wayne County, NY;2247;2820;3966;4202;3912;3993;3464;2743;2367;2189;3190
NY;Westchester County, NY;18141;23743;34545;35200;33483;34654;29734;24209;21825;20372;27591
NY;Wyoming County, NY;1049;1330;1883;1841;1649;1673;1483;1196;1040;962;1411
NY;Yates County, NY;547;648;892;903;905;943;815;661;587;519;742
NC;North Carolina;212552;278346;483684;501062;475529;434382;373765;295342;274312;246372;357535
NC;Alamance County, NC;3537;4532;8332;8355;7462;6656;5591;4350;4151;3737;5670
NC;Alexander County, NC;952;1267;2521;2383;2018;1693;1356;980;866;767;1480
NC;Alleghany County, NC;253;338;553;569;566;481;387;300;275;248;397
NC;Anson County, NC;755;903;1493;1578;1364;1207;1031;772;709;621;1043
NC;Ashe County, NC;655;841;1505;1622;1450;1376;1177;849;743;606;1082
NC;Avery County, NC;387;501;831;856;862;823;683;499;448;386;628
NC;Beaufort County, NC;1191;1474;2363;2479;2388;2227;1938;1472;1331;1162;1803
NC;Bertie County, NC;493;658;986;1083;1095;989;850;670;621;568;801
NC;Bladen County, NC;966;1187;1870;2025;1992;1835;1652;1338;1177;1020;1506
NC;Brunswick County, NC;2174;3155;5464;5828;5742;5321;4654;3759;3554;3158;4281
NC;Buncombe County, NC;4232;5696;10145;10584;9900;9159;7596;5969;5703;5183;7417
NC;Burke County, NC;2385;3255;5610;5382;4713;4005;3312;2445;2218;1950;3528
NC;Cabarrus County, NC;3651;4826;9306;10276;9342;8222;6991;5478;5072;4577;6774
NC;Caldwell County, NC;2714;2941;5710;5671;4947;4282;3474;2572;2229;1870;3641
NC;Camden County, NC;184;244;374;385;393;355;321;277;265;243;304
NC;Carteret County, NC;1330;1742;2825;3006;3006;2817;2425;1925;1860;1637;2257
NC;Caswell County, NC;713;859;1358;1332;1191;1060;885;694;609;530;923
NC;Catawba County, NC;4201;5419;10748;10172;8960;7766;6434;4734;4155;3640;6623
NC;Chatham County, NC;1235;1653;2718;2622;2525;2480;1984;1572;1589;1451;1983
NC;Cherokee County, NC;635;909;1527;1504;1373;1252;1035;786;720;628;1037
NC;Chowan County, NC;436;576;770;738;724;643;562;447;404;360;566
NC;Clay County, NC;197;298;537;531;478;432;354;271;249;218;357
NC;Cleveland County, NC;2940;3992;7313;6740;5672;5049;4407;3347;2954;2572;4499
NC;Columbus County, NC;1311;1856;3146;3241;3205;2842;2474;1957;1708;1458;2320
NC;Craven County, NC;1845;2487;4391;4536;4425;3970;3592;2835;2511;2198;3279
NC;Cumberland County, NC;6851;8133;12243;13269;13934;13894;12628;10264;9250;8095;10856
NC;Currituck County, NC;396;556;871;1085;1118;1065;987;801;747;668;829
NC;Dare County, NC;1102;1396;2193;2386;2610;2562;2260;1690;1518;1353;1907
NC;Davidson County, NC;4410;5482;9912;9919;8747;7719;6483;4925;4390;3853;6584
NC;Davie County, NC;999;1259;2361;2380;2115;1813;1491;1150;1000;911;1548
NC;Duplin County, NC;1079;1384;2304;2394;2482;2410;2106;1694;1523;1430;1881
NC;Durham County, NC;5178;6654;11149;11819;11758;11003;9389;7807;7876;7230;8986
NC;Edgecombe County, NC;1813;2474;3868;4015;3868;3487;3103;2390;2192;1967;2918
NC;Forsyth County, NC;7599;9930;16949;17549;17062;15616;13347;10615;9923;8870;12746
NC;Franklin County, NC;1193;1720;2837;3047;2978;2729;2328;1839;1706;1526;2190
NC;Gaston County, NC;5537;7497;13748;13678;11916;10555;9008;6844;6183;5601;9057
NC;Gates County, NC;213;256;357;435;445;411;365;307;283;268;334
NC;Graham County, NC;334;464;633;650;653;632;535;441;383;273;500
NC;Granville County, NC;1281;1694;2690;2668;2482;2265;1935;1522;1415;1271;1922
NC;Greene County, NC;498;606;967;954;918;830;740;586;525;501;713
NC;Guilford County, NC;11655;14953;26550;27971;26454;24311;20940;16555;15100;13494;19798
NC;Halifax County, NC;1562;2122;3289;3356;3261;2970;2560;2054;1837;1655;2467
NC;Harnett County, NC;2322;3143;5484;5523;5586;5276;4580;3635;3383;2954;4189
NC;Haywood County, NC;1105;1546;2659;2838;2774;2507;2149;1583;1458;1299;1992
NC;Henderson County, NC;1695;2323;4386;4400;4111;3640;3037;2481;2413;2222;3071
NC;Hertford County, NC;519;647;970;1043;1093;1031;890;693;653;613;815
NC;Hoke County, NC;969;1115;1666;1882;2116;2116;1948;1616;1579;1302;1631
NC;Hyde County, NC;153;184;229;248;283;286;249;202;196;201;223
NC;Iredell County, NC;3661;5008;10039;10139;8942;7865;6628;5024;4531;4040;6588
NC;Jackson County, NC;804;1048;1843;2012;2011;1912;1614;1225;1128;1012;1461
NC;Johnston County, NC;3078;4396;7784;8110;7828;7037;5962;4860;4620;4219;5789
NC;Jones County, NC;214;300;497;515;487;455;381;297;264;242;365
NC;Lee County, NC;1495;1937;3692;3462;3355;3080;2639;2038;1885;1541;2512
NC;Lenoir County, NC;1473;1934;3193;3188;3005;2793;2472;1985;1769;1647;2346
NC;Lincoln County, NC;1955;2830;5430;5091;4450;3838;3282;2435;2213;1951;3348
NC;McDowell County, NC;1194;1694;3120;2746;2546;2230;1829;1338;1174;1013;1888
NC;Macon County, NC;680;960;1753;1782;1754;1643;1385;992;935;821;1271
NC;Madison County, NC;388;563;932;974;968;926;774;585;541;476;713
NC;Martin County, NC;636;764;1264;1335;1322;1252;1054;770;748;667;981
NC;Mecklenburg County, NC;20681;27756;49312;53584;50952;46165;40216;32716;30385;27415;37918
NC;Mitchell County, NC;522;568;891;843;800;813;732;504;433;382;649
NC;Montgomery County, NC;751;920;1489;1411;1356;1223;966;731;664;611;1012
NC;Moore County, NC;1694;2217;3676;3675;3539;3293;2936;2330;2226;1978;2756
NC;Nash County, NC;2458;3458;5704;5958;5855;5314;4677;3518;3205;2899;4305
NC;New Hanover County, NC;3927;5426;9705;10443;10271;9402;8252;6537;6086;5464;7551
NC;Northampton County, NC;542;667;977;1013;1056;952;813;638;595;576;783
NC;Onslow County, NC;2680;3549;5575;5240;5193;5094;4492;3878;3766;3498;4297
NC;Orange County, NC;2192;2780;4518;4617;4591;4401;3853;3368;3407;3218;3695
NC;Pamlico County, NC;239;321;530;561;533;484;446;351;319;286;407
NC;Pasquotank County, NC;914;1224;1768;1841;1886;1820;1698;1390;1269;1102;1491
NC;Pender County, NC;996;1468;2694;2796;2791;2595;2255;1791;1589;1409;2038
NC;Perquimans County, NC;277;357;548;568;582;549;499;396;368;331;448
NC;Person County, NC;1268;1369;2169;2318;2213;2029;1841;1389;1218;994;1681
NC;Pitt County, NC;4006;5201;8279;8743;8689;7996;7075;5621;5321;4885;6582
NC;Polk County, NC;331;457;858;869;787;709;573;449;443;413;589
NC;Randolph County, NC;3484;4738;8338;8315;7517;6803;5857;4348;3805;3286;5649
NC;Richmond County, NC;1539;1847;2792;2814;2670;2399;2045;1512;1344;1178;2014
NC;Robeson County, NC;3501;4415;6650;7375;7610;6997;6164;4824;4337;4018;5589
NC;Rockingham County, NC;2746;3307;5551;5841;5357;4847;4070;3069;2722;2325;3984
NC;Rowan County, NC;4237;4723;8977;9050;7907;6884;5814;4396;3853;3590;5943
NC;Rutherford County, NC;1943;2374;4611;4515;3857;3535;2889;2173;1952;1668;2952
NC;Sampson County, NC;1310;1725;2748;2855;2900;2765;2390;1914;1754;1621;2198
NC;Scotland County, NC;1449;1514;2320;2309;2318;2138;1841;1430;1261;1073;1765
NC;Stanly County, NC;1490;1950;3649;3832;3393;2859;2352;1720;1534;1368;2415
NC;Stokes County, NC;1042;1397;2488;2603;2344;2082;1738;1315;1184;1056;1725
NC;Surry County, NC;1869;2639;4195;4133;3654;3241;2760;2028;1811;1618;2795
NC;Swain County, NC;459;540;812;924;1014;960;815;584;521;439;707
NC;Transylvania County, NC;493;680;1229;1349;1263;1170;989;778;739;682;937
NC;Tyrrell County, NC;125;155;239;245;244;216;201;154;147;128;185
NC;Union County, NC;3620;5220;9538;10138;9335;8185;6908;5695;5460;5053;6915
NC;Vance County, NC;1302;1718;2645;2686;2779;2501;2078;1681;1550;1300;2024
NC;Wake County, NC;15415;20847;37907;39855;38332;35831;30618;25608;25454;23681;29355
NC;Warren County, NC;485;649;1039;1036;1067;943;798;640;600;527;778
NC;Washington County, NC;413;468;734;812;842;747;658;484;432;365;596
NC;Watauga County, NC;838;1082;1830;2110;2127;1997;1716;1396;1330;1246;1567
NC;Wayne County, NC;2375;3061;4721;5021;4961;4688;4247;3440;3265;3128;3891
NC;Wilkes County, NC;1697;2247;3830;4176;3660;3174;2666;1946;1686;1452;2653
NC;Wilson County, NC;2551;3064;5013;5315;5323;4982;4472;3564;3502;2974;4076
NC;Yadkin County, NC;815;1080;1946;1995;1850;1649;1377;991;877;777;1336
NC;Yancey County, NC;468;587;939;926;893;852;742;505;440;389;674
ND;North Dakota;11468;11692;15210;14289;13481;12193;11791;11152;11577;13160;12601
ND;Adams County, ND;32;30;41;35;33;32;28;30;33;31;33
ND;Barnes County, ND;189;184;269;276;238;197;183;174;182;186;208
ND;Benson County, ND;174;170;158;158;177;194;193;163;113;101;160
ND;Billings County, ND;13;11;13;14;17;16;14;14;15;14;14
ND;Bottineau County, ND;123;117;140;135;129;116;126;112;142;155;130
ND;Bowman County, ND;36;36;52;46;41;35;40;34;35;41;40
ND;Burke County, ND;26;25;35;31;29;27;30;34;39;55;33
ND;Burleigh County, ND;1253;1317;1687;1675;1520;1315;1177;1169;1171;1336;1362
ND;Cass County, ND;2244;2407;3613;3144;2923;2630;2519;2265;2147;2283;2618
ND;Cavalier County, ND;63;63;68;69;68;68;69;60;57;58;64
ND;Dickey County, ND;79;88;144;92;82;74;62;53;47;50;77
ND;Divide County, ND;30;28;32;29;28;27;25;28;33;46;31
ND;Dunn County, ND;65;56;75;74;61;58;58;54;80;107;69
ND;Eddy County, ND;71;70;63;62;63;64;77;72;61;57;66
ND;Emmons County, ND;88;82;112;126;107;89;85;88;77;71;93
ND;Foster County, ND;58;53;62;62;56;53;56;50;47;52;55
ND;Golden Valley County, ND;24;24;31;26;24;24;22;20;22;27;24
ND;Grand Forks County, ND;1129;1168;1500;1317;1389;1263;1132;1034;917;942;1179
ND;Grant County, ND;43;49;51;53;49;41;37;36;42;41;44
ND;Griggs County, ND;35;31;43;39;38;33;28;28;27;34;34
ND;Hettinger County, ND;46;39;44;45;43;39;39;32;39;48;41
ND;Kidder County, ND;59;51;57;75;71;65;59;51;50;54;59
