estado;nome;Unemployed_2007;Unemployed_2008;Unemployed_2009;Unemployed_2010;Unemployed_2011;Unemployed_2012;Unemployed_2013;Unemployed_2014;Unemployed_2015;Unemployed_2016;quantidade
TX;Carson County, TX;103;109;190;182;171;150;141;105;98;103;135
TX;Cass County, TX;693;781;1513;1493;1417;1177;1154;937;824;896;1089
TX;Castro County, TX;126;128;177;223;205;178;177;151;122;108;160
TX;Chambers County, TX;637;807;1395;1608;1560;1379;1277;1027;948;1093;1173
TX;Cherokee County, TX;965;1185;1846;1932;1805;1591;1487;1227;1076;1093;1421
TX;Childress County, TX;145;152;200;178;159;131;125;104;89;91;137
TX;Clay County, TX;215;235;417;415;357;298;283;229;215;216;288
TX;Cochran County, TX;73;71;97;124;127;109;93;71;67;66;90
TX;Coke County, TX;76;99;107;96;88;75;73;62;56;59;79
TX;Coleman County, TX;151;177;302;316;299;249;237;190;169;182;227
TX;Collin County, TX;15028;18149;30109;30655;29582;26314;25183;21540;17698;17818;23208
TX;Collingsworth County, TX;51;57;81;75;76;62;62;51;46;43;60
TX;Colorado County, TX;372;426;685;780;782;648;580;456;389;464;558
TX;Comal County, TX;1868;2206;3521;3766;3760;3383;3436;2711;2266;2310;2923
TX;Comanche County, TX;243;245;412;455;441;369;330;266;227;230;322
TX;Concho County, TX;65;68;96;90;73;64;57;42;45;47;65
TX;Cooke County, TX;767;775;1419;1420;1230;1040;1018;791;727;762;995
TX;Coryell County, TX;1360;1450;1993;1897;1976;1868;1803;1471;1165;1145;1613
TX;Cottle County, TX;33;33;44;47;50;50;42;37;39;29;40
TX;Crane County, TX;66;69;154;138;127;100;93;80;106;150;108
TX;Crockett County, TX;60;63;195;146;113;89;96;73;114;132;108
TX;Crosby County, TX;124;128;178;235;252;209;163;126;114;117;165
TX;Culberson County, TX;47;51;72;73;70;60;51;42;43;41;55
TX;Dallam County, TX;90;106;156;207;177;148;136;114;87;90;131
TX;Dallas County, TX;51767;60580;94116;102522;98711;87113;81006;67691;53893;51868;74927
TX;Dawson County, TX;262;270;426;395;391;326;318;238;216;239;308
TX;Deaf Smith County, TX;308;335;476;547;524;438;406;329;277;271;391
TX;Delta County, TX;108;122;195;205;212;177;166;160;118;102;157
TX;Denton County, TX;12968;15142;25004;26116;24886;22190;21327;18352;15200;15190;19638
TX;DeWitt County, TX;350;370;691;705;611;466;457;382;400;525;496
TX;Dickens County, TX;45;50;74;98;139;89;71;47;32;35;68
TX;Dimmit County, TX;247;259;420;406;380;336;338;289;330;444;345
TX;Donley County, TX;78;80;112;125;117;101;101;78;66;67;93
TX;Duval County, TX;250;275;574;585;489;381;354;308;422;540;418
TX;Eastland County, TX;348;375;648;701;646;551;514;402;379;405;497
TX;Ector County, TX;2225;2389;5799;5661;4453;3537;3396;2833;3696;4859;3885
TX;Edwards County, TX;39;39;76;74;65;59;53;37;40;42;52
TX;Ellis County, TX;2955;3486;5641;6063;5962;5193;4776;3885;3179;3142;4428
TX;El Paso County, TX;16853;18162;27187;31212;32845;29672;27322;22042;17620;17252;24017
TX;Erath County, TX;641;692;1211;1320;1250;1115;1066;853;789;831;977
TX;Falls County, TX;353;378;581;616;594;507;478;359;273;295;443
TX;Fannin County, TX;684;774;1173;1249;1261;1064;1061;812;629;596;930
TX;Fayette County, TX;381;420;671;734;722;606;561;447;422;462;543
TX;Fisher County, TX;77;75;121;135;129;103;102;83;69;78;97
TX;Floyd County, TX;161;151;210;267;256;206;274;211;151;142;203
TX;Foard County, TX;25;29;41;44;49;36;30;24;22;21;32
TX;Fort Bend County, TX;10116;11611;19756;22709;21884;18995;18215;15652;15125;18075;17214
TX;Franklin County, TX;207;222;373;414;388;342;305;239;221;225;294
TX;Freestone County, TX;357;404;640;671;632;543;540;441;401;471;510
TX;Frio County, TX;315;366;556;553;518;437;432;369;375;434;436
TX;Gaines County, TX;236;259;442;471;432;373;370;304;304;339;353
TX;Galveston County, TX;6287;7939;11538;13454;13230;11697;10664;8831;7851;8456;9995
TX;Garza County, TX;82;91;127;126;134;109;101;82;78;83;101
TX;Gillespie County, TX;356;401;609;666;662;579;545;440;363;368;499
TX;Glasscock County, TX;21;24;30;34;32;31;27;22;23;29;27
TX;Goliad County, TX;129;129;233;248;219;191;183;146;153;194;183
TX;Gonzales County, TX;366;378;558;634;583;480;485;383;355;410;463
TX;Gray County, TX;374;392;915;797;655;544;502;393;520;593;569
TX;Grayson County, TX;2520;2841;4514;4869;4740;4110;3773;2912;2407;2340;3503
TX;Gregg County, TX;2345;2515;4618;4795;4360;3819;3646;2960;2926;3556;3554
TX;Grimes County, TX;480;551;989;1008;904;760;705;563;612;736;731
TX;Guadalupe County, TX;2079;2450;3858;4364;4327;3877;3829;3092;2568;2692;3314
TX;Hale County, TX;750;744;1045;1198;1215;1097;1960;1269;816;715;1081
TX;Hall County, TX;74;79;120;129;122;104;91;79;64;81;94
TX;Hamilton County, TX;140;151;244;268;246;218;215;164;162;177;199
TX;Hansford County, TX;75;85;146;131;124;104;102;82;92;93;103
TX;Hardeman County, TX;83;82;166;161;130;104;98;81;79;63;105
TX;Hardin County, TX;1178;1371;2323;2557;2487;2180;2027;1587;1406;1527;1864
TX;Harris County, TX;80209;90624;149175;171177;165562;143114;132518;110928;103456;119025;126579
TX;Harrison County, TX;1411;1487;2684;2888;2673;2364;2204;1768;1624;1807;2091
TX;Hartley County, TX;73;80;100;112;111;97;92;73;64;65;87
TX;Haskell County, TX;107;104;164;163;163;148;133;106;90;111;129
TX;Hays County, TX;2706;3258;5199;5650;5587;5008;4779;4010;3367;3400;4296
TX;Hemphill County, TX;54;59;90;84;83;74;74;61;72;80;73
TX;Henderson County, TX;1501;1806;2833;3061;2985;2615;2447;1936;1666;1659;2251
TX;Hidalgo County, TX;17641;20104;31133;37418;37885;34796;34121;29057;26142;26303;29460
TX;Hill County, TX;710;787;1284;1336;1309;1094;1021;836;710;704;979
TX;Hockley County, TX;407;439;821;778;719;623;597;466;486;519;586
TX;Hood County, TX;968;1049;1890;1989;1875;1550;1448;1192;1104;1183;1425
TX;Hopkins County, TX;644;716;1082;1238;1239;1106;991;819;714;698;925
TX;Houston County, TX;457;509;751;808;830;715;612;486;442;472;608
TX;Howard County, TX;562;632;1045;948;866;752;729;594;613;740;748
TX;Hudspeth County, TX;76;62;93;112;111;99;90;79;72;87;88
TX;Hunt County, TX;1717;1948;2980;3394;3398;3181;2828;2278;1830;1713;2527
TX;Hutchinson County, TX;437;458;769;820;782;638;601;458;431;543;594
TX;Irion County, TX;27;31;48;46;47;39;36;31;29;25;36
TX;Jack County, TX;150;170;329;287;258;219;212;161;171;191;215
TX;Jackson County, TX;248;274;511;502;458;381;371;299;276;346;367
TX;Jasper County, TX;864;969;1611;1837;1855;1588;1512;1176;1034;1048;1349
TX;Jeff Davis County, TX;39;43;57;63;62;59;48;41;35;31;48
TX;Jefferson County, TX;6076;7460;11017;12846;13158;12556;12041;9113;7502;7532;9930
TX;Jim Hogg County, TX;102;104;232;240;201;155;164;133;146;185;166
TX;Jim Wells County, TX;830;896;1958;1820;1561;1274;1229;1048;1514;1844;1397
TX;Johnson County, TX;2948;3337;6125;6237;5657;4861;4489;3743;3253;3285;4394
TX;Jones County, TX;357;381;595;540;508;425;392;319;310;330;416
TX;Karnes County, TX;287;307;492;442;379;322;300;229;271;305;333
TX;Kaufman County, TX;2098;2425;3865;4311;4135;3588;3316;2756;2236;2155;3089
TX;Kendall County, TX;530;608;945;1021;1027;945;921;755;627;631;801
TX;Kenedy County, TX;7;8;14;15;15;13;12;10;9;11;11
TX;Kent County, TX;14;18;24;27;26;22;20;17;13;14;20
TX;Kerr County, TX;774;909;1347;1462;1455;1266;1179;938;776;764;1087
TX;Kimble County, TX;74;81;112;136;139;107;104;82;73;76;98
TX;King County, TX;8;8;10;12;11;11;11;9;7;7;9
TX;Kinney County, TX;63;72;111;142;129;111;116;89;75;70;98
TX;Kleberg County, TX;653;694;1144;1256;1233;1060;995;831;847;967;968
TX;Knox County, TX;66;68;106;112;110;95;93;75;63;70;86
TX;Lamar County, TX;1110;1253;1798;2165;2288;2085;1801;1346;1056;1077;1598
TX;Lamb County, TX;277;310;505;514;509;515;419;351;491;342;423
TX;Lampasas County, TX;369;416;609;641;691;647;651;502;397;382;531
TX;La Salle County, TX;133;155;270;243;210;163;156;141;177;204;185
TX;Lavaca County, TX;313;340;569;670;572;458;431;351;332;374;441
TX;Lee County, TX;305;348;608;596;573;493;465;371;330;350;444
TX;Leon County, TX;310;332;579;643;621;513;479;383;368;425;465
TX;Liberty County, TX;1584;1813;3191;3574;3413;2957;2750;2214;2130;2358;2598
TX;Limestone County, TX;431;462;705;783;793;661;636;537;429;471;591
TX;Lipscomb County, TX;47;51;117;98;80;68;67;59;67;76;73
TX;Live Oak County, TX;193;215;364;339;311;263;262;218;235;313;271
TX;Llano County, TX;322;357;590;644;620;548;519;418;345;341;470
TX;Loving County, TX;3;3;4;4;4;4;4;4;4;4;4
TX;Lubbock County, TX;4838;5090;7626;8967;8755;7787;7254;5814;5078;5183;6639
TX;Lynn County, TX;130;128;171;202;203;178;150;125;111;111;151
TX;McCulloch County, TX;141;155;312;287;258;237;224;173;188;172;215
TX;McLennan County, TX;4622;4964;7665;8307;8420;7462;6905;5689;4566;4586;6319
TX;McMullen County, TX;17;18;25;21;20;18;23;21;20;19;20
TX;Madison County, TX;229;257;394;400;387;329;311;244;218;243;301
TX;Marion County, TX;230;250;529;531;461;397;364;289;286;306;364
TX;Martin County, TX;76;78;108;132;131;109;108;91;90;109;103
TX;Mason County, TX;65;70;120;125;118;103;107;87;69;66;93
TX;Matagorda County, TX;972;1136;1778;2083;2062;1732;1629;1308;1155;1246;1510
TX;Maverick County, TX;2250;2197;3255;3566;3354;2928;2943;2561;2512;2721;2829
TX;Medina County, TX;803;985;1325;1508;1512;1324;1230;1000;891;924;1150
TX;Menard County, TX;37;47;73;74;68;61;54;41;44;38;54
TX;Midland County, TX;2020;2142;4170;4176;3646;3193;3136;2608;3051;3740;3188
TX;Milam County, TX;506;644;1247;1177;1059;882;790;634;529;537;801
TX;Mills County, TX;83;90;131;139;137;114;109;89;73;81;105
TX;Mitchell County, TX;168;178;291;244;221;172;158;123;154;188;190
TX;Montague County, TX;358;376;761;754;624;533;507;402;410;451;518
TX;Montgomery County, TX;7748;8911;15231;16930;16376;14213;13265;11194;10934;12843;12765
TX;Moore County, TX;307;345;534;619;567;501;484;392;346;335;443
TX;Morris County, TX;314;361;903;794;698;569;557;440;466;539;564
TX;Motley County, TX;27;30;37;39;41;31;30;21;17;19;29
TX;Nacogdoches County, TX;1243;1324;2061;2189;2140;1964;1896;1526;1317;1348;1701
TX;Navarro County, TX;1003;1136;1673;1898;1870;1689;1521;1203;960;958;1391
TX;Newton County, TX;368;417;671;754;769;642;600;460;403;430;551
TX;Nolan County, TX;275;295;493;550;515;420;395;302;279;333;386
TX;Nueces County, TX;6687;7261;11174;13190;13051;10968;10250;8581;8165;9418;9875
TX;Ochiltree County, TX;136;153;326;288;246;205;203;166;224;251;220
TX;Oldham County, TX;36;40;52;44;42;41;42;34;27;27;39
TX;Orange County, TX;2096;2617;4075;4483;4512;4064;3933;3019;2424;2498;3372
TX;Palo Pinto County, TX;506;579;1114;1143;1067;904;872;688;684;735;829
TX;Panola County, TX;467;500;969;1031;976;845;785;618;603;746;754
TX;Parker County, TX;2074;2328;4145;4295;3950;3437;3234;2694;2468;2479;3110
TX;Parmer County, TX;136;149;203;236;235;206;195;156;117;124;176
TX;Pecos County, TX;274;313;723;527;432;358;360;285;353;383;401
TX;Polk County, TX;962;1031;1631;1702;1647;1406;1335;1108;1029;1095;1295
TX;Potter County, TX;2148;2259;3469;3653;3492;3117;2882;2247;1869;1897;2703
TX;Presidio County, TX;284;346;605;691;574;508;481;397;331;329;455
TX;Rains County, TX;215;255;409;454;424;366;327;266;246;222;318
TX;Randall County, TX;1949;2096;3187;3426;3375;3013;2938;2372;1995;2074;2643
TX;Reagan County, TX;49;52;133;106;88;71;78;66;87;111;84
TX;Real County, TX;53;54;85;104;112;100;85;65;54;59;77
TX;Red River County, TX;299;381;550;644;664;563;514;383;308;295;460
TX;Reeves County, TX;211;239;536;509;445;361;324;231;271;328;346
TX;Refugio County, TX;142;155;266;291;259;211;191;153;175;212;206
TX;Roberts County, TX;13;14;28;26;24;24;20;16;18;20;20
TX;Robertson County, TX;344;342;565;696;693;586;509;384;345;369;483
TX;Rockwall County, TX;1435;1702;2820;2915;2879;2546;2421;1956;1680;1629;2198
TX;Runnels County, TX;192;211;341;427;374;280;261;211;173;190;266
TX;Rusk County, TX;963;1023;1887;1870;1710;1544;1504;1190;1084;1310;1409
TX;Sabine County, TX;271;302;530;596;545;493;458;374;325;333;423
TX;San Augustine County, TX;188;215;363;414;446;367;340;269;253;258;311
TX;San Jacinto County, TX;512;577;942;1120;1097;945;862;657;631;723;807
TX;San Patricio County, TX;1408;1577;2619;3191;2936;2306;2193;1911;1962;2286;2239
TX;San Saba County, TX;114;131;174;158;153;143;130;93;82;84;126
TX;Schleicher County, TX;49;49;141;124;96;71;63;54;79;78;80
TX;Scurry County, TX;274;300;523;482;420;363;354;286;337;442;378
TX;Shackelford County, TX;53;56;85;106;95;78;76;65;59;73;75
TX;Shelby County, TX;510;587;917;1002;1025;880;859;678;597;664;772
TX;Sherman County, TX;46;54;63;71;72;63;60;47;39;39;55
TX;Smith County, TX;4011;4756;7591;8041;7947;7156;6620;5318;4628;4742;6081
TX;Somervell County, TX;171;183;300;322;317;274;249;212;206;198;243
TX;Starr County, TX;2242;2515;4013;4509;4238;3784;3925;3542;3477;3579;3582
TX;Stephens County, TX;156;169;313;317;345;260;217;187;171;209;234
TX;Sterling County, TX;22;24;36;32;33;25;29;24;25;28;28
TX;Stonewall County, TX;28;28;36;43;41;33;33;27;29;29;33
TX;Sutton County, TX;65;69;245;191;132;95;94;72;104;127;119
TX;Swisher County, TX;148;157;209;209;212;181;249;176;130;116;179
TX;Tarrant County, TX;36823;42048;68936;75375;71788;62944;59105;49672;41104;39774;54757
TX;Taylor County, TX;2239;2465;3803;4354;4249;3651;3394;2710;2318;2365;3155
TX;Terrell County, TX;18;22;35;34;32;26;26;21;21;17;25
TX;Terry County, TX;260;243;414;428;416;371;326;241;252;262;321
TX;Throckmorton County, TX;36;32;50;53;61;44;40;33;25;28;40
TX;Titus County, TX;530;600;1034;1193;1129;995;967;813;734;803;880
TX;Tom Green County, TX;1889;2108;3334;3446;3331;2869;2786;2202;2232;2442;2664
TX;Travis County, TX;18943;22527;36599;38970;37856;33656;31589;26268;21454;21282;28914
TX;Trinity County, TX;277;314;500;551;546;456;414;332;322;344;406
TX;Tyler County, TX;437;490;822;931;944;810;777;604;514;546;688
TX;Upshur County, TX;760;830;1488;1608;1482;1262;1180;953;941;1149;1165
TX;Upton County, TX;50;55;99;95;83;64;70;60;70;85;73
TX;Uvalde County, TX;571;634;917;1057;1078;948;831;664;587;628;792
TX;Val Verde County, TX;1090;1174;1935;1915;1836;1524;1447;1112;1172;1267;1447
TX;Van Zandt County, TX;977;1109;1800;1981;1893;1638;1549;1262;1085;1063;1436
TX;Victoria County, TX;1523;1703;3137;3301;2950;2527;2433;1922;1893;2361;2375
TX;Walker County, TX;1210;1362;1933;1798;1819;1608;1522;1257;1159;1249;1492
TX;Waller County, TX;716;801;1355;1726;1667;1434;1341;1088;1037;1236;1240
TX;Ward County, TX;178;197;442;392;321;258;258;212;252;310;282
TX;Washington County, TX;583;645;1022;1122;1036;880;857;720;730;769;836
TX;Webb County, TX;4166;4889;8028;8652;8007;7073;6735;5644;5279;5556;6403
TX;Wharton County, TX;850;906;1480;1848;1775;1450;1277;1005;935;1055;1258
TX;Wheeler County, TX;76;81;182;167;141;126;134;110;109;125;125
TX;Wichita County, TX;2575;2950;4627;4599;4066;3554;3341;2751;2365;2415;3324
TX;Wilbarger County, TX;257;267;370;483;438;356;333;260;246;240;325
TX;Willacy County, TX;607;678;1000;1125;1271;1174;1168;887;877;805;959
TX;Williamson County, TX;7094;9005;15402;16126;15656;13836;12961;11118;9093;9125;11942
TX;Wilson County, TX;734;858;1228;1450;1405;1204;1162;935;869;919;1076
TX;Winkler County, TX;105;129;318;266;217;180;174;144;176;238;195
TX;Wise County, TX;1129;1185;2454;2399;2130;1823;1695;1387;1326;1386;1691
TX;Wood County, TX;800;906;1486;1537;1467;1315;1213;998;886;905;1151
TX;Yoakum County, TX;125;124;312;257;217;174;162;129;152;177;183
TX;Young County, TX;305;335;623;664;615;489;440;353;360;369;455
TX;Zapata County, TX;261;283;578;599;523;432;438;360;472;561;451
TX;Zavala County, TX;391;385;568;633;646;593;579;473;425;549;524
UT;Utah;35069;49112;99841;106283;91107;74164;64644;54593;53249;51762;67982
UT;Beaver County, UT;80;108;218;314;244;177;141;120;119;153;167
UT;Box Elder County, UT;626;955;1870;2004;1742;1322;1101;911;893;857;1228
UT;Cache County, UT;1244;1696;3397;3481;2974;2550;2297;1893;1854;1881;2327
UT;Carbon County, UT;352;434;826;853;723;653;567;448;500;498;585
UT;Daggett County, UT;18;18;28;36;29;22;21;18;22;23;24
UT;Davis County, UT;3636;4925;9530;10261;8842;7258;6507;5600;5452;5182;6719
UT;Duchesne County, UT;207;274;882;781;563;430;401;350;668;730;529
UT;Emery County, UT;172;193;370;384;372;341;288;247;270;272;291
UT;Garfield County, UT;125;172;300;314;316;271;256;239;247;233;247
UT;Grand County, UT;238;310;530;559;520;455;424;353;344;337;407
UT;Iron County, UT;608;915;1840;1957;1641;1330;1078;906;911;930;1212
UT;Juab County, UT;129;217;397;421;376;282;237;196;197;187;264
UT;Kane County, UT;110;145;267;283;260;230;187;171;161;140;195
UT;Millard County, UT;155;202;361;398;327;277;243;209;217;209;260
UT;Morgan County, UT;105;135;255;294;243;213;183;161;155;151;190
UT;Piute County, UT;21;26;59;58;53;41;37;33;30;28;39
UT;Rich County, UT;29;38;74;75;71;50;46;39;39;35;50
UT;Salt Lake County, UT;13767;18920;39040;42069;36181;29234;25081;21269;19964;19142;26467
UT;San Juan County, UT;258;318;625;663;595;502;453;435;455;454;476
UT;Sanpete County, UT;337;470;953;1035;875;721;624;506;476;467;646
UT;Sevier County, UT;259;387;777;810;706;577;505;419;427;421;529
UT;Summit County, UT;542;730;1552;1544;1293;1060;918;775;769;745;993
UT;Tooele County, UT;757;1071;2227;2291;1949;1659;1552;1392;1234;1162;1529
UT;Uintah County, UT;357;425;1473;1293;933;710;685;574;1049;1337;884
UT;Utah County, UT;5416;7841;15537;17091;14545;11853;10583;8938;8738;8511;10905
UT;Wasatch County, UT;273;381;838;955;797;670;571;483;469;463;590
UT;Washington County, UT;1744;2929;5868;5955;4971;3935;3283;2711;2617;2493;3651
UT;Wayne County, UT;57;76;120;135;144;146;151;131;129;111;120
UT;Weber County, UT;3454;4801;9630;9971;8824;7194;6227;5067;4844;4610;6462
VT;Vermont;14192;16626;23732;21914;19645;17573;15468;13763;12359;11252;16652
VT;Addison County, VT;831;961;1341;1240;1066;950;852;792;745;645;942
VT;Bennington County, VT;827;987;1576;1411;1285;1161;996;862;781;704;1059
VT;Caledonia County, VT;747;873;1302;1151;1039;1002;854;754;704;620;905
VT;Chittenden County, VT;2975;3552;5064;4546;3931;3516;3197;2856;2533;2353;3452
VT;Essex County, VT;172;201;296;305;260;244;208;186;184;159;222
VT;Franklin County, VT;1123;1281;1741;1577;1478;1280;1142;1087;985;867;1256
VT;Grand Isle County, VT;229;259;331;284;269;242;198;184;164;157;232
VT;Lamoille County, VT;717;825;1187;1114;1029;912;790;701;634;599;851
VT;Orange County, VT;615;721;1033;987;887;770;671;599;543;495;732
VT;Orleans County, VT;875;988;1337;1270;1208;1100;962;868;765;709;1008
VT;Rutland County, VT;1560;1961;2829;2473;2255;2066;1758;1505;1345;1211;1896
VT;Washington County, VT;1393;1625;2193;2070;1859;1636;1468;1328;1187;1090;1585
VT;Windham County, VT;1005;1130;1587;1559;1400;1282;1130;961;837;778;1167
VT;Windsor County, VT;1103;1243;1925;1932;1678;1414;1241;1080;946;865;1343
WA;Washington;159855;187268;323551;350782;321238;282011;243631;213739;199837;198001;247991
WI;Wisconsin;151376;151358;266013;267119;238763;216563;207628;167290;141277;129196;193658
