estado;nome;Unemployed_2007;Unemployed_2008;Unemployed_2009;Unemployed_2010;Unemployed_2011;Unemployed_2012;Unemployed_2013;Unemployed_2014;Unemployed_2015;Unemployed_2016;quantidade
KS;Atchison County, KS;405;408;815;784;717;607;669;497;460;459;582
KS;Barber County, KS;84;90;130;125;111;106;111;83;113;103;106
KS;Barton County, KS;518;518;904;901;784;674;614;550;617;664;674
KS;Bourbon County, KS;392;414;613;651;617;516;446;374;343;361;473
KS;Brown County, KS;227;242;333;349;309;281;274;221;214;199;265
KS;Butler County, KS;1339;1443;2404;2562;2274;1994;1766;1559;1370;1380;1809
KS;Chase County, KS;64;61;82;81;73;70;70;51;45;52;65
KS;Chautauqua County, KS;84;85;164;157;140;111;100;86;89;84;110
KS;Cherokee County, KS;543;582;976;981;877;826;672;522;465;477;692
KS;Cheyenne County, KS;50;47;54;57;58;48;45;41;37;39;48
KS;Clark County, KS;37;40;47;54;46;42;37;30;28;33;39
KS;Clay County, KS;170;177;236;257;248;219;212;185;177;180;206
KS;Cloud County, KS;199;205;257;262;248;228;194;185;165;186;213
KS;Coffey County, KS;230;255;323;368;364;316;292;279;272;280;298
KS;Comanche County, KS;33;36;39;45;43;39;36;30;33;32;37
KS;Cowley County, KS;725;809;1291;1353;1200;1063;1000;801;783;780;981
KS;Crawford County, KS;986;1060;1728;1684;1517;1280;1141;1025;968;941;1233
KS;Decatur County, KS;52;55;67;73;68;62;54;47;50;55;58
KS;Dickinson County, KS;412;426;568;677;667;608;583;493;494;429;536
KS;Doniphan County, KS;218;250;482;401;348;275;236;194;188;175;277
KS;Douglas County, KS;2418;2598;3612;3805;3606;3261;3065;2643;2399;2351;2976
KS;Edwards County, KS;56;49;76;90;75;66;60;53;53;52;63
KS;Elk County, KS;82;83;125;118;105;92;75;67;61;64;87
KS;Ellis County, KS;477;529;702;696;632;617;569;493;526;544;579
KS;Ellsworth County, KS;124;128;162;160;142;122;115;102;108;118;128
KS;Finney County, KS;612;679;867;919;886;900;858;694;712;648;778
KS;Ford County, KS;526;550;661;753;788;727;748;692;616;593;665
KS;Franklin County, KS;702;774;1251;1293;1172;1017;860;719;648;615;905
KS;Geary County, KS;524;635;1040;1223;1210;1110;1101;902;753;715;921
KS;Gove County, KS;45;42;48;51;50;45;49;39;37;38;44
KS;Graham County, KS;46;51;66;66;59;47;57;43;51;60;55
KS;Grant County, KS;112;115;162;181;172;155;144;134;140;143;146
KS;Gray County, KS;84;87;105;113;119;111;105;94;83;80;98
KS;Greeley County, KS;23;28;28;28;26;27;22;19;20;21;24
KS;Greenwood County, KS;166;192;238;260;230;192;179;150;151;171;193
KS;Hamilton County, KS;43;44;53;57;49;49;49;38;33;43;46
KS;Harper County, KS;103;110;176;184;164;135;125;111;111;110;133
KS;Harvey County, KS;668;710;1286;1277;1057;937;834;729;673;752;892
KS;Haskell County, KS;62;60;77;88;85;83;70;61;59;62;71
KS;Hodgeman County, KS;36;32;38;40;42;38;43;35;32;30;37
KS;Jackson County, KS;384;396;490;463;446;413;371;306;269;259;380
KS;Jefferson County, KS;479;506;737;800;743;620;585;493;428;412;580
KS;Jewell County, KS;55;62;84;85;72;62;52;54;60;63;65
KS;Johnson County, KS;12142;13908;19566;18721;16529;14249;13578;12134;11032;10871;14273
KS;Kearny County, KS;69;74;96;97;96;86;76;65;67;69;80
KS;Kingman County, KS;145;150;260;268;244;231;203;144;159;169;197
KS;Kiowa County, KS;70;49;55;73;57;53;48;44;43;42;53
KS;Labette County, KS;561;608;1000;1074;999;853;772;632;619;609;773
KS;Lane County, KS;38;41;38;41;44;41;31;28;29;28;36
KS;Leavenworth County, KS;1771;1912;2625;2607;2508;2206;2074;1747;1595;1572;2062
KS;Lincoln County, KS;71;72;111;112;97;90;82;73;62;66;84
KS;Linn County, KS;306;311;507;506;502;433;377;322;278;292;383
KS;Logan County, KS;50;46;57;61;58;53;49;39;43;47;50
KS;Lyon County, KS;807;1106;1143;1165;1111;1000;1183;846;717;710;979
KS;McPherson County, KS;581;594;837;850;760;685;643;546;515;537;655
KS;Marion County, KS;245;250;388;400;367;325;291;250;234;258;301
KS;Marshall County, KS;191;224;344;300;279;254;233;191;167;179;236
KS;Meade County, KS;67;71;98;109;94;83;74;63;72;68;80
KS;Miami County, KS;772;840;1324;1296;1218;1061;939;796;729;721;970
KS;Mitchell County, KS;118;118;177;185;140;116;113;125;126;130;135
KS;Montgomery County, KS;857;1005;1842;1925;1814;1423;1207;1000;1075;1018;1317
KS;Morris County, KS;144;140;215;226;220;195;169;137;134;126;171
KS;Morton County, KS;46;50;74;76;62;61;63;59;60;57;61
KS;Nemaha County, KS;172;181;242;250;228;217;201;167;153;166;198
KS;Neosho County, KS;382;454;736;759;687;607;574;482;469;460;561
KS;Ness County, KS;51;56;73;64;55;53;49;44;51;54;55
KS;Norton County, KS;87;91;127;118;110;98;86;72;73;75;94
KS;Osage County, KS;466;511;662;712;711;605;552;444;403;370;544
KS;Osborne County, KS;84;77;102;108;101;93;90;77;73;76;88
KS;Ottawa County, KS;124;124;190;196;188;174;146;133;122;127;152
KS;Pawnee County, KS;124;122;152;169;159;140;149;128;123;115;138
KS;Phillips County, KS;97;132;197;156;153;135;126;102;95;93;129
KS;Pottawatomie County, KS;376;387;631;622;578;544;549;470;437;432;503
KS;Pratt County, KS;177;197;297;296;271;244;216;179;215;218;231
KS;Rawlins County, KS;44;43;52;53;53;43;43;37;35;40;44
KS;Reno County, KS;1372;1418;2046;2094;1972;1749;1663;1375;1334;1372;1640
KS;Republic County, KS;88;93;122;118;103;100;90;79;71;74;94
KS;Rice County, KS;216;222;303;288;279;241;233;192;208;222;240
KS;Riley County, KS;1235;1312;1670;1802;1703;1580;1546;1352;1222;1227;1465
KS;Rooks County, KS;98;124;188;174;145;128;116;103;130;140;135
KS;Rush County, KS;61;66;97;96;81;88;78;64;63;74;77
KS;Russell County, KS;127;135;178;191;177;156;153;135;140;160;155
KS;Saline County, KS;1075;1212;1752;1907;1870;1768;1552;1295;1166;1165;1476
KS;Scott County, KS;72;73;87;106;102;85;82;78;80;74;84
KS;Sedgwick County, KS;10602;11535;21809;22216;19865;16983;15175;13283;11809;11759;15504
KS;Seward County, KS;353;349;544;533;499;445;455;391;459;471;450
KS;Shawnee County, KS;4236;4657;6189;6537;6302;5690;5329;4390;3882;3767;5098
KS;Sheridan County, KS;43;41;45;51;49;43;41;38;33;37;42
KS;Sherman County, KS;104;117;151;150;129;123;126;99;90;102;119
KS;Smith County, KS;69;87;107;101;91;87;77;66;81;72;84
KS;Stafford County, KS;78;80;118;120;119;103;98;81;88;85;97
KS;Stanton County, KS;33;37;39;45;43;37;38;34;32;32;37
KS;Stevens County, KS;74;78;113;121;112;102;99;101;119;127;105
KS;Sumner County, KS;521;541;1013;1062;886;720;629;528;494;487;688
KS;Thomas County, KS;125;131;160;180;169;157;156;127;117;126;145
KS;Trego County, KS;56;57;71;71;70;65;55;46;53;63;61
KS;Wabaunsee County, KS;146;168;273;254;240;205;190;156;144;140;192
KS;Wallace County, KS;26;41;55;53;48;37;27;23;24;25;36
KS;Washington County, KS;113;121;168;162;151;135;116;100;98;109;127
KS;Wichita County, KS;37;40;43;46;51;70;45;35;37;30;43
KS;Wilson County, KS;205;310;572;538;488;416;365;288;264;267;371
KS;Woodson County, KS;86;95;153;137;116;102;102;86;81;98;106
KS;Wyandotte County, KS;5433;5753;7528;7561;7114;6278;5952;5184;4608;4369;5978
KY;Kentucky;109862;130055;213036;209725;193482;167965;165774;129372;104144;99701;152312
KY;Adair County, KY;519;605;991;971;913;743;772;623;514;447;710
KY;Allen County, KY;481;589;1258;1070;896;722;671;511;420;369;699
KY;Anderson County, KY;549;695;1153;1113;964;796;749;594;465;445;752
KY;Ballard County, KY;233;257;408;394;387;354;354;294;246;317;324
KY;Barren County, KY;1008;1191;2382;2209;1950;1560;1515;1174;950;869;1481
KY;Bath County, KY;379;449;789;715;611;508;502;419;359;342;507
KY;Bell County, KY;760;852;1172;1238;1214;1226;1323;938;744;777;1024
KY;Boone County, KY;2712;3424;5768;5609;5043;4474;4403;3375;2648;2480;3994
KY;Bourbon County, KY;472;555;893;913;848;715;693;542;457;463;655
KY;Boyd County, KY;1178;1342;1909;2079;2082;1870;1873;1437;1246;1472;1649
KY;Boyle County, KY;767;860;1467;1489;1414;1174;1138;852;663;592;1042
KY;Bracken County, KY;254;307;482;453;428;373;388;299;233;224;344
KY;Breathitt County, KY;394;409;578;612;563;656;672;477;373;363;510
KY;Breckinridge County, KY;547;682;1103;1071;957;800;761;584;469;472;745
KY;Bullitt County, KY;2197;2734;4282;4132;3875;3166;2953;2272;1777;1639;2903
KY;Butler County, KY;355;430;786;655;585;486;495;388;297;275;475
KY;Caldwell County, KY;351;436;689;623;546;472;464;355;295;285;452
KY;Calloway County, KY;955;1036;1492;1524;1426;1292;1326;1077;854;827;1181
KY;Campbell County, KY;2216;2684;4484;4429;4053;3376;3225;2478;1962;1817;3072
KY;Carlisle County, KY;137;148;206;204;204;187;172;142;130;162;169
KY;Carroll County, KY;309;413;710;725;623;518;476;348;276;252;465
KY;Carter County, KY;958;1085;1685;1681;1617;1436;1407;1124;997;1023;1301
KY;Casey County, KY;404;451;757;759;697;574;592;450;373;314;537
KY;Christian County, KY;1863;2395;3620;3187;2894;2493;2525;1932;1570;1489;2397
KY;Clark County, KY;837;1083;1872;1913;1733;1418;1308;1037;872;797;1287
KY;Clay County, KY;741;704;952;877;910;833;828;621;510;542;752
KY;Clinton County, KY;243;305;457;470;487;462;433;360;314;274;381
KY;Crittenden County, KY;231;263;434;404;355;320;306;239;205;204;296
KY;Cumberland County, KY;205;230;393;374;343;336;326;223;171;160;276
KY;Daviess County, KY;2279;2699;4481;4358;3988;3372;3297;2600;2078;2036;3119
KY;Edmonson County, KY;337;401;719;682;599;501;504;399;327;290;476
KY;Elliott County, KY;228;262;439;380;368;331;329;244;208;235;302
KY;Estill County, KY;394;478;799;771;697;561;543;407;320;302;527
KY;Fayette County, KY;6038;7270;11852;12096;11324;9688;9842;7996;6394;5875;8838
KY;Fleming County, KY;417;464;806;773;687;586;622;492;381;358;559
KY;Floyd County, KY;978;1022;1703;1876;1533;1594;1755;1273;1089;1268;1409
KY;Franklin County, KY;1131;1439;2185;2144;1947;1641;1626;1290;1027;966;1540
KY;Fulton County, KY;202;207;341;314;332;281;259;185;158;140;242
KY;Gallatin County, KY;209;277;488;503;430;368;372;270;196;184;330
KY;Garrard County, KY;432;495;911;884;784;654;639;495;385;358;604
KY;Grant County, KY;692;890;1481;1376;1238;1039;962;733;585;539;954
KY;Graves County, KY;998;1089;1626;1596;1536;1374;1405;1185;934;924;1267
KY;Grayson County, KY;911;1105;1686;1645;1398;1162;1165;911;701;701;1139
KY;Green County, KY;346;425;670;658;527;454;443;332;263;220;434
KY;Greenup County, KY;950;1093;1660;1772;1706;1489;1521;1218;1040;1174;1362
KY;Hancock County, KY;215;244;508;417;342;297;298;240;192;211;296
KY;Hardin County, KY;2411;2952;4925;4542;4366;3894;3692;2892;2291;2084;3405
KY;Harlan County, KY;910;890;1152;1214;1121;1399;1730;1171;882;874;1134
KY;Harrison County, KY;450;582;1068;1003;900;702;666;504;385;389;665
KY;Hart County, KY;433;541;861;846;809;674;642;494;391;364;606
KY;Henderson County, KY;1138;1393;2480;2347;2055;1704;1668;1314;1026;1003;1613
KY;Henry County, KY;414;483;837;774;682;562;564;440;354;313;542
KY;Hickman County, KY;138;147;188;188;204;175;156;132;117;112;156
KY;Hopkins County, KY;1379;1690;2124;2054;1825;1664;1715;1317;1093;1100;1596
KY;Jackson County, KY;591;464;705;723;718;609;564;525;372;319;559
KY;Jefferson County, KY;18800;22453;36534;37916;35846;30368;29005;22723;17924;16621;26819
KY;Jessamine County, KY;1012;1267;2068;2095;1918;1661;1641;1306;1050;973;1499
KY;Johnson County, KY;591;654;1021;1121;944;873;929;741;630;704;821
KY;Kenton County, KY;4002;4977;8294;8187;7408;6230;6004;4605;3648;3394;5675
KY;Knott County, KY;427;424;693;798;692;804;867;571;479;517;627
KY;Knox County, KY;846;972;1489;1439;1414;1354;1375;1005;794;772;1146
KY;Larue County, KY;352;452;828;684;605;510;485;380;297;266;486
KY;Laurel County, KY;1408;1721;2702;2847;2864;2534;2415;1838;1451;1436;2122
KY;Lawrence County, KY;453;502;735;784;677;597;631;505;473;534;589
KY;Lee County, KY;185;197;326;327;317;307;298;225;171;184;254
KY;Leslie County, KY;310;293;450;466;459;513;620;408;319;369;421
KY;Letcher County, KY;649;598;938;990;909;1157;1354;893;764;780;903
KY;Lewis County, KY;424;526;849;771;718;627;648;498;423;456;594
KY;Lincoln County, KY;691;783;1339;1364;1276;1040;1067;824;606;543;953
KY;Livingston County, KY;262;287;472;486;441;385;387;309;263;259;355
KY;Logan County, KY;661;784;1353;1250;1113;921;869;673;547;502;867
KY;Lyon County, KY;209;250;413;346;319;285;256;208;164;171;262
KY;McCracken County, KY;1537;1793;2761;2774;2675;2461;2411;2067;1640;1632;2175
KY;McCreary County, KY;526;548;821;827;832;722;704;532;392;366;627
KY;McLean County, KY;266;323;477;462;405;348;346;275;207;204;331
KY;Madison County, KY;2012;2354;3931;3664;3469;3011;3029;2452;1935;1808;2767
KY;Magoffin County, KY;450;456;824;879;711;693;708;520;522;608;637
KY;Marion County, KY;528;658;1343;1149;997;812;763;587;446;390;767
KY;Marshall County, KY;851;927;1550;1621;1429;1244;1253;1007;825;837;1154
KY;Martin County, KY;270;267;432;412;348;344;358;313;308;314;337
KY;Mason County, KY;405;523;955;888;789;718;785;612;447;442;656
KY;Meade County, KY;699;888;1479;1456;1445;1233;1133;855;652;604;1044
KY;Menifee County, KY;224;255;428;397;358;296;302;231;202;201;289
KY;Mercer County, KY;547;656;1184;1179;1061;845;806;611;485;467;784
KY;Metcalfe County, KY;246;307;686;623;518;352;341;251;208;183;372
KY;Monroe County, KY;330;392;659;519;436;346;341;254;196;190;366
KY;Montgomery County, KY;709;900;1546;1474;1353;1089;1036;877;765;740;1049
KY;Morgan County, KY;432;476;695;667;576;555;541;451;365;351;511
KY;Muhlenberg County, KY;1077;1119;1492;1425;1328;1215;1224;946;830;811;1147
KY;Nelson County, KY;1228;1570;2735;2457;2318;1811;1649;1301;1058;960;1709
KY;Nicholas County, KY;189;224;384;367;325;291;307;267;197;180;273
KY;Ohio County, KY;628;798;1230;1157;1020;901;925;731;589;617;860
KY;Oldham County, KY;1309;1554;2342;2206;2035;1752;1739;1433;1197;1054;1662
KY;Owen County, KY;265;343;541;497;435;377;363;277;222;230;355
KY;Owsley County, KY;145;123;165;181;183;170;164;123;115;107;148
KY;Pendleton County, KY;427;560;901;907;780;624;592;450;353;321;592
KY;Perry County, KY;797;764;1244;1299;1145;1375;1460;983;796;908;1077
KY;Pike County, KY;1477;1502;2535;2556;2229;2342;2787;2310;1930;2155;2182
KY;Powell County, KY;374;466;893;822;666;553;548;421;343;346;543
KY;Pulaski County, KY;1601;1822;2877;2945;2934;2580;2521;1931;1495;1348;2205
KY;Robertson County, KY;51;60;106;101;96;87;94;63;51;48;76
KY;Rockcastle County, KY;477;529;960;788;824;733;661;520;437;397;633
KY;Rowan County, KY;651;740;1137;1105;1069;931;914;735;607;588;848
KY;Russell County, KY;499;603;1009;936;862;746;819;673;718;503;737
KY;Scott County, KY;972;1237;2211;2213;2032;1686;1609;1291;1055;1011;1532
KY;Shelby County, KY;997;1230;2056;1951;1746;1389;1383;1112;914;817;1360
KY;Simpson County, KY;472;600;1192;1121;950;765;672;501;396;365;703
KY;Spencer County, KY;532;671;958;914;837;652;605;484;395;353;640
KY;Taylor County, KY;733;820;1437;1447;1291;1120;1084;870;705;591;1010
KY;Todd County, KY;327;372;637;570;498;431;420;295;252;232;403
KY;Trigg County, KY;366;482;997;909;703;565;550;404;326;318;562
KY;Trimble County, KY;268;315;510;527;457;360;332;281;215;207;347
KY;Union County, KY;393;501;892;746;684;548;534;433;412;412;556
KY;Warren County, KY;2496;3101;5804;5360;4874;4166;4183;3298;2642;2326;3825
KY;Washington County, KY;301;391;702;618;568;465;427;333;264;252;432
KY;Wayne County, KY;561;694;1174;1154;1125;1003;896;702;570;544;842
KY;Webster County, KY;382;406;619;579;499;444;444;342;310;340;437
KY;Whitley County, KY;954;1129;1766;1781;1673;1479;1479;1169;886;859;1318
KY;Wolfe County, KY;225;226;321;352;313;299;302;232;193;191;265
KY;Woodford County, KY;513;626;1068;1047;933;758;760;635;501;461;730
LA;Louisiana;86396;102454;140884;166224;162196;147143;140280;137081;136875;129105;134864
LA;Acadia Parish, LA;988;1136;1689;1897;1723;1564;1563;1534;1771;1817;1568
LA;Allen Parish, LA;501;554;852;924;839;726;659;640;616;571;688
LA;Ascension Parish, LA;1941;2234;3058;3978;3800;3347;3158;3178;3124;3005;3082
LA;Assumption Parish, LA;488;621;839;1165;1204;962;819;774;772;779;842
LA;Avoyelles Parish, LA;825;993;1232;1414;1398;1239;1188;1166;1203;1110;1177
LA;Beauregard Parish, LA;701;800;1133;1156;1171;1086;1060;1004;966;906;998
LA;Bienville Parish, LA;360;399;600;594;594;537;513;469;482;437;499
LA;Bossier Parish, LA;2171;2460;3249;3424;3340;3306;3411;3335;3296;3050;3104
LA;Caddo Parish, LA;6167;6902;9153;9514;9184;8746;8707;8259;7892;7134;8166
LA;Calcasieu Parish, LA;3734;4228;5795;7045;6693;6066;5738;5583;5365;4909;5516
LA;Caldwell Parish, LA;218;239;439;453;410;350;323;317;336;304;339
LA;Cameron Parish, LA;130;158;183;207;187;169;176;170;171;168;172
LA;Catahoula Parish, LA;241;286;433;437;419;350;329;311;348;321;348
LA;Claiborne Parish, LA;370;415;622;603;571;523;488;473;455;404;492
LA;Concordia Parish, LA;444;568;829;782;750;690;660;668;655;606;665
LA;De Soto Parish, LA;656;845;970;1002;950;1007;970;905;886;800;899
LA;East Baton Rouge Parish, LA;8837;10264;13512;16872;16748;14964;13954;13344;12795;12012;13330
LA;East Carroll Parish, LA;299;325;388;439;424;439;383;325;314;252;359
LA;East Feliciana Parish, LA;383;442;584;676;683;599;544;528;490;466;540
LA;Evangeline Parish, LA;626;678;1003;1126;1096;951;868;886;981;945;916
LA;Franklin Parish, LA;521;598;838;924;929;800;772;717;731;666;750
LA;Grant Parish, LA;404;474;689;726;703;650;595;600;623;586;605
LA;Iberia Parish, LA;1275;1510;2356;2776;2519;2180;2074;2058;2589;2850;2219
LA;Iberville Parish, LA;722;864;1178;1409;1447;1303;1165;1124;1057;974;1124
LA;Jackson Parish, LA;282;328;499;517;514;465;455;425;436;400;432
LA;Jefferson Parish, LA;7963;9669;13324;15955;15362;14207;13349;13069;12651;11504;12705
LA;Jefferson Davis Parish, LA;506;603;852;989;931;844;813;797;845;820;800
LA;Lafayette Parish, LA;3287;3850;5702;7084;6752;5858;5837;6021;6831;7030;5825
LA;Lafourche Parish, LA;1427;1762;2212;2765;2717;2398;2291;2326;2531;2734;2316
LA;LaSalle Parish, LA;238;259;439;420;383;342;346;346;457;415;365
LA;Lincoln Parish, LA;934;1061;1436;1776;1857;1679;1606;1561;1479;1342;1473
LA;Livingston Parish, LA;2167;2554;3596;4606;4488;3980;3730;3660;3508;3448;3574
LA;Madison Parish, LA;300;372;442;502;504;469;435;433;364;344;417
LA;Morehouse Parish, LA;946;1070;1673;1712;1596;1465;1372;1254;1194;1038;1332
LA;Natchitoches Parish, LA;898;1061;1403;1489;1491;1435;1395;1315;1265;1128;1288
LA;Orleans Parish, LA;5458;8082;11556;14127;14313;13303;12667;12419;11891;10565;11438
LA;Ouachita Parish, LA;3612;3723;4943;5841;5823;5450;5109;5033;4821;4371;4873
LA;Plaquemines Parish, LA;353;401;518;608;638;601;569;583;579;547;540
LA;Pointe Coupee Parish, LA;447;513;660;867;912;809;752;712;671;650;699
LA;Rapides Parish, LA;2517;2878;3874;4471;4453;4025;3904;3876;3769;3540;3731
LA;Red River Parish, LA;229;274;335;340;312;289;290;288;272;233;286
LA;Richland Parish, LA;548;583;868;968;957;843;831;758;758;624;774
LA;Sabine Parish, LA;423;483;769;703;675;641;619;603;679;635;623
LA;St Bernard Parish, LA;421;791;1126;1330;1432;1405;1363;1333;1306;1191;1170
LA;St Charles Parish, LA;998;1167;1548;1887;1792;1621;1556;1551;1471;1348;1494
LA;St Helena Parish, LA;317;381;459;619;635;555;516;455;413;339;469
LA;St James Parish, LA;597;685;865;1181;1205;977;895;841;834;723;880
LA;St John the Baptist Parish, LA;1125;1289;1764;2283;2217;1902;1736;1629;1528;1372;1685
LA;St Landry Parish, LA;1729;2037;2821;3293;3166;2775;2622;2612;2719;2653;2643
LA;St Martin Parish, LA;874;1022;1567;1913;1776;1507;1424;1418;1661;1786;1495
LA;St Mary Parish, LA;999;1161;1744;2370;2238;1903;1635;1592;1854;2085;1758
LA;St Tammany Parish, LA;3736;4465;5851;6849;6788;6423;6356;6510;6352;5824;5915
LA;Tangipahoa Parish, LA;2411;3016;4028;5213;5118;4523;4237;4095;3929;3645;4022
LA;Tensas Parish, LA;166;182;247;293;256;196;165;169;168;162;200
LA;Terrebonne Parish, LA;1651;2122;2621;3293;3104;2711;2658;2651;3175;3440;2743
LA;Union Parish, LA;519;561;1096;1007;881;763;712;704;672;604;752
LA;Vermilion Parish, LA;930;1082;1620;1867;1673;1481;1454;1481;1799;1880;1527
LA;Vernon Parish, LA;979;1017;1379;1595;1734;1561;1569;1487;1358;1233;1391
LA;Washington Parish, LA;927;1044;1381;1645;1576;1452;1367;1333;1304;1192;1322
LA;Webster Parish, LA;1030;1271;1699;1748;1669;1548;1497;1367;1378;1309;1452
LA;West Baton Rouge Parish, LA;437;533;713;938;928;820;751;748;745;704;732
LA;West Carroll Parish, LA;426;467;731;725;678;566;538;553;556;494;573
LA;West Feliciana Parish, LA;267;278;356;352;339;311;308;305;286;275;308
LA;Winn Parish, LA;321;371;545;543;532;485;438;408;451;406;450
ME;Maine;32687;38488;56265;56552;55196;52519;46933;39241;29924;26614;43442
ME;Androscoggin County, ME;2671;3219;4864;4793;4553;4364;3756;3030;2258;1993;3550
ME;Aroostook County, ME;2207;2446;3359;3368;3399;3217;2927;2504;1904;1804;2714
ME;Cumberland County, ME;5404;6627;10095;10178;9904;9445;8436;6894;5275;4686;7694
ME;Franklin County, ME;857;1009;1498;1419;1386;1321;1175;963;676;638;1094
ME;Hancock County, ME;1607;1799;2543;2679;2732;2651;2425;2092;1665;1371;2156
ME;Kennebec County, ME;2875;3376;4778;4743;4679;4482;3946;3351;2568;2258;3706
ME;Knox County, ME;916;1105;1623;1521;1525;1450;1257;1076;847;741;1206
ME;Lincoln County, ME;763;948;1357;1310;1361;1288;1191;1028;750;645;1064
ME;Oxford County, ME;1660;1958;3004;3006;2945;2706;2320;1911;1451;1266;2223
ME;Penobscot County, ME;4025;4537;6436;6729;6592;6157;5489;4795;3599;3362;5172
ME;Piscataquis County, ME;557;620;902;799;776;742;707;577;437;407;652
ME;Sagadahoc County, ME;735;918;1331;1256;1277;1252;1075;872;659;577;995
ME;Somerset County, ME;1721;1961;2698;2747;2695;2501;2300;1934;1566;1373;2150
ME;Waldo County, ME;1025;1189;1687;1708;1665;1679;1480;1253;1045;873;1360
ME;Washington County, ME;1111;1241;1585;1677;1643;1615;1453;1261;972;875;1343
ME;York County, ME;4539;5511;8549;8612;8059;7644;6995;5694;4245;3746;6359
MD;Maryland;102746;126966;212455;235334;224477;217340;206911;181765;160625;135880;180450
MD;Allegany County, MD;1778;1997;3081;3213;3086;3017;2866;2529;2264;1963;2579
MD;Anne Arundel County, MD;8380;10602;18241;19711;18291;17629;16956;15056;13282;11168;14932
MD;Baltimore County, MD;15058;18871;32093;35610;33488;32365;30540;26884;23643;20139;26869
MD;Calvert County, MD;1336;1683;2863;3284;3101;2991;2840;2514;2168;1826;2461
MD;Caroline County, MD;670;878;1479;1610;1509;1363;1231;1089;955;820;1160
MD;Carroll County, MD;2749;3473;6102;6315;5697;5507;5131;4448;3939;3292;4665
MD;Cecil County, MD;1934;2587;4630;4950;4627;4325;4043;3453;3157;2663;3637
MD;Charles County, MD;2195;2791;4570;5407;5299;5305;5209;4602;4024;3447;4285
MD;Dorchester County, MD;961;1118;1797;1884;1837;1753;1564;1324;1135;956;1433
MD;Frederick County, MD;3549;4460;7797;8829;8272;7849;7410;6471;5769;4853;6526
MD;Garrett County, MD;728;813;1305;1402;1327;1312;1275;1108;989;855;1111
MD;Harford County, MD;4386;5446;9589;10338;9655;9415;8871;7684;6708;5590;7768
MD;Howard County, MD;4017;4938;8490;9020;8512;8437;8292;7498;6761;5691;7166
MD;Kent County, MD;390;524;825;937;868;810;746;665;566;484;682
MD;Montgomery County, MD;13368;16282;27856;29839;28283;27989;27001;23922;21415;18191;23415
MD;Prince George's County, MD;15971;19452;31777;35971;36056;35299;33742;29501;25635;21637;28504
MD;Queen Anne's County, MD;806;1068;1804;1909;1808;1690;1553;1343;1206;1008;1420
MD;St Mary's County, MD;1498;1877;3003;3503;3423;3388;3249;2904;2659;2243;2775
MD;Somerset County, MD;595;716;1050;1182;1155;1097;1029;876;762;648;911
MD;Talbot County, MD;633;801;1354;1544;1449;1398;1234;1045;949;796;1120
MD;Washington County, MD;2954;3749;6614;7274;6710;6046;5675;4931;4318;3750;5202
MD;Wicomico County, MD;2024;2719;4376;4917;4965;4743;4377;3877;3417;3032;3845
MD;Worcester County, MD;1600;1996;3036;3531;3616;3375;3268;2957;2699;2274;2835
MD;Baltimore city, MD;15165;18127;28721;33157;31445;30237;28811;25086;22205;18555;25151
MA;Massachusetts;157913;191060;281372;289265;251554;232630;236237;204593;173866;132783;215127
MA;Barnstable County, MA;5955;7334;10218;10981;9909;9088;9036;7922;6851;5225;8252
MA;Berkshire County, MA;3282;3885;5629;5933;5271;4856;4913;4314;3557;2773;4441
MA;Bristol County, MA;17238;21232;31175;30137;26558;24567;24679;20966;17705;13474;22773
MA;Dukes County, MA;402;480;723;885;854;825;856;753;627;469;687
MA;Essex County, MA;18242;22099;33016;34064;29902;27740;27746;24015;20466;15477;25277
MA;Franklin County, MA;1669;2018;2954;2987;2531;2357;2383;2069;1727;1312;2201
MA;Hampden County, MA;12771;15040;21129;23076;20798;19412;20101;17374;14614;11152;17547
MA;Hampshire County, MA;3421;4020;5637;5841;5016;4650;4953;4365;3739;2892;4453
MA;Middlesex County, MA;30707;37346;56868;56955;48303;44772;45852;39735;33987;26067;42059
MA;Nantucket County/town, MA;204;286;527;592;534;495;475;427;376;298;421
MA;Norfolk County, MA;14171;17492;26152;26597;22571;20676;20998;18343;15653;11983;19464
MA;Plymouth County, MA;12750;15299;22360;23505;20342;18496;18577;16187;13715;10491;17172
MA;Suffolk County, MA;16752;20217;28950;30396;26455;24727;25224;22015;18849;14392;22798
MA;Worcester County, MA;20341;24290;36042;37318;32511;29973;30443;26106;22002;16781;27581
MI;Michigan;352181;392177;669741;604913;486815;426037;417597;345359;257459;237711;418999
MI;Alcona County, MI;442;488;776;692;546;471;512;408;303;283;492
MI;Alger County, MI;371;400;583;508;440;409;399;347;273;260;399
MI;Allegan County, MI;3576;4052;7008;6472;4968;4167;3910;3258;2488;2296;4220
MI;Alpena County, MI;1256;1307;2065;1876;1484;1302;1306;1090;843;779;1331
MI;Antrim County, MI;959;1084;1751;1688;1348;1153;1153;962;742;686;1153
MI;Arenac County, MI;775;818;1318;1148;941;834;852;712;555;496;845
MI;Baraga County, MI;547;573;1090;756;601;497;518;392;299;257;553
MI;Barry County, MI;1666;1915;2999;3042;2360;1982;1888;1631;1289;1188;1996
MI;Bay County, MI;3774;4111;6554;6319;5253;4621;4678;3852;2992;2731;4489
MI;Benzie County, MI;724;788;1201;1206;1047;892;897;760;601;561;868
